"","canopy_height_m","ldmc_geo_mgg","leaf_mass_mg","leaf_size_mm2","seed_mass_mg","sbs_name","genus"
"Polygonatum multiflorum",0.132797542047058,-0.596563512867234,0.0985844053030346,0.403790530678723,2.1810962415802,"Polygonatum multiflorum","Polygonatum"
"Polygonatum odoratum",-0.2423347974508,-0.275326003177619,0.394946861713742,0.460809634950371,2.67507115057852,"Polygonatum odoratum","Polygonatum"
"Polygonatum verticillatum",0.0777875456860875,-0.607000908731286,-0.25016010602828,0.0283361109663559,2.01266524909334,"Polygonatum verticillatum","Polygonatum"
"Polygonum aviculare",1.02570704839591,0.299166363270605,-0.566070941792335,-0.511995470040924,0.28598107226496,"Polygonum aviculare","Polygonum"
"Populus nigra",3.96559831683853,1.32416977774937,0.910561116253929,0.569000715188721,-0.108490596044769,"Populus nigra","Populus"
"Populus tremula",3.72921021743301,1.83754220645216,0.719973788620373,0.514722546405512,-1.10642329733241,"Populus tremula","Populus"
"Portulaca oleracea",-0.801559672354548,-1.41647035818764,-1.69631305655401,-1.91131284350388,-0.524922026722682,"Portulaca oleracea","Portulaca"
"Potentilla erecta",-0.801559672354548,1.3153539399088,-0.98074518960234,-0.983064481579711,-0.351505622343418,"Potentilla erecta","Potentilla"
"Potentilla reptans",-0.0732875222290808,0.693663794697817,0.15189178836511,0.438538647956022,-0.627939204230726,"Potentilla reptans","Potentilla"
"Primula veris",-1.013860209302,0.389551181484507,0.920316038129382,0.771341191288205,-0.10659074166362,"Primula veris","Primula"
"Primula vulgaris",-1.15459258922358,-0.494553364717505,0.875567293636633,1.01037258216332,0.0599262698840794,"Primula vulgaris","Primula"
"Prunella vulgaris",-1.0880334355404,-0.321084803425677,-0.457870490553473,-0.181097973782855,-0.180343288869945,"Prunella vulgaris","Prunella"
"Prunus mahaleb",2.43436637676689,1.17928833975948,-0.0765204306427349,-0.123177867023234,2.14565077767603,"Prunus mahaleb","Prunus"
"Pulicaria dysenterica",0.143427908474797,-0.701144441715816,-0.00603872539001803,0.123065565063877,-1.159659817723,"Pulicaria dysenterica","Pulicaria"
"Radiola linoides",-2.18953540575289,0.603067713591157,-2.88481888528443,-3.01162217515218,-2.12998325492999,"Radiola linoides","Radiola"
"Ranunculus acris",-0.387674488542209,0.161616169534757,-0.03844117788696,-0.225759986107253,0.260929235708286,"Ranunculus acris","Ranunculus"
"Ranunculus arvensis",-0.216267197030858,-0.767340560263566,-0.322999861158793,-0.265338071055291,1.21500703264006,"Ranunculus arvensis","Ranunculus"
"Ranunculus bulbosus",-0.755140324854164,0.0411813449410908,0.171303990621075,0.0681528925468373,0.504189970309475,"Ranunculus bulbosus","Ranunculus"
"Ranunculus flammula",-0.559291054813026,-0.170906315701596,-0.0887017312492717,-0.196006511123086,-0.387605657112889,"Ranunculus flammula","Ranunculus"
"Ranunculus lanuginosus",0.0890469421514717,-0.501129787860587,0.901378608971755,0.968114366807877,0.12450663729313,"Ranunculus lanuginosus","Ranunculus"
"Ranunculus lingua",0.711421581831878,0.151465302606358,0.745424709255659,0.49397848692897,0.253915284814632,"Ranunculus lingua","Ranunculus"
"Ranunculus repens",-0.448051170423241,-0.0630104240911871,0.801715712292558,0.70403421857302,0.385991498829655,"Ranunculus repens","Ranunculus"
"Ranunculus sardous",-0.801559672354548,-1.04758614823614,-0.317994918442905,-0.136630074216225,0.154596770956454,"Ranunculus sardous","Ranunculus"
"Ranunculus sceleratus",-0.384600470044748,-1.09199674805716,-0.00930892314148461,0.0845646584372535,-0.979284639792746,"Ranunculus sceleratus","Ranunculus"
"Raphanus raphanistrum",-0.180932338761742,-1.15859134231388,0.999456105464835,0.986575695315323,1.56657425972026,"Raphanus raphanistrum","Raphanus"
"Rapistrum rugosum",0.267161481756101,-0.12402557556731,-0.172602479146824,-0.200528286111679,0.546183444144483,"Rapistrum rugosum","Rapistrum"
"Reseda alba",0.143427908474797,-0.997110733622646,0.18051082154226,0.30540673015959,-0.277949504658247,"Reseda alba","Reseda"
"Reseda lutea",-0.0514151130354382,-0.471605873937963,0.202654507553562,0.0723796762821899,-0.188511512630817,"Reseda lutea","Reseda"
"Reseda luteola",0.553542420131178,-0.287731503477815,0.199154084196745,0.075829484304149,-0.592145912930631,"Reseda luteola","Reseda"
"Rhynchospora alba",-0.415796966428953,1.57349546270149,-0.458447526597501,-0.6323478134728,-0.387992139857401,"Rhynchospora alba","Rhynchospora"
"Rorippa amphibia",0.455969272080591,-1.39020626935854,1.05569176987102,1.37882612663139,0.299756684683017,"Rorippa amphibia","Rorippa"
"Rorippa sylvestris",-0.296715763774127,-1.47627957480075,-0.00426428907382161,0.10274303520438,-1.1365148108248,"Rorippa sylvestris","Rorippa"
"Rosa agrestis",1.17683743233175,1.88229234376091,-0.098132576058674,-0.548133851254805,1.40529931927319,"Rosa agrestis","Rosa"
"Rubia peregrina",-0.0141002168044544,0.537628541764332,-0.199114867375555,-0.605464723445391,1.43527817750922,"Rubia peregrina","Rubia"
"Rubus caesius",0.194867889775323,1.95601248532065,1.33267092677677,1.22735857652224,0.634554125087786,"Rubus caesius","Rubus"
"Rumex acetosa",0.2531355584874,-1.58833013140071,0.593471264664366,0.397697036516646,-0.0287334288619968,"Rumex acetosa","Rumex"
"Rumex acetosella",-0.901800499012899,-1.29671684436233,-0.713950479142341,-0.813207519507744,-0.491604476724052,"Rumex acetosella","Rumex"
"Rumex conglomeratus",0.597177237064454,-0.0941163570257175,0.792109967531775,0.785340916092367,-0.0521990166425677,"Rumex conglomeratus","Rumex"
"Rumex crispus",0.481007767048893,-1.51403754752205,0.908944720365401,1.00044891297552,0.403345399700653,"Rumex crispus","Rumex"
"Rumex maritimus",0.455969272080591,-0.828456022280024,0.855187095040813,0.949966944163118,-0.704910447535541,"Rumex maritimus","Rumex"
"Rumex obtusifolius",0.259394843546053,-0.640873068593085,1.82007917524913,2.02143701501495,0.0677512867446173,"Rumex obtusifolius","Rumex"
"Rumex sanguineus",0.675850788559129,0.227658236865973,0.788626972849071,0.849974804432555,0.0302630944122646,"Rumex sanguineus","Rumex"
"Sagina apetala",-2.15932944344804,0.671662378218519,-2.43907884578502,-2.8151502137172,-2.10328768782353,"Sagina apetala","Sagina"
"Sagina procumbens",-1.03794777176007,0.418328677386704,-2.29798809487099,-2.52976065656998,-1.99485724777607,"Sagina procumbens","Sagina"
"Sagittaria sagittifolia",0.0777875456860875,-1.48544324191946,1.10726225285983,1.01003374996876,0.211336518783055,"Sagittaria sagittifolia","Sagittaria"
"Salix alba",3.49010768566615,1.26815850935516,0.235377465322454,-0.10336551930707,-1.01892641895064,"Salix alba","Salix"
"Salix cinerea",1.8655795329618,2.29247826388984,0.68070805141979,-0.190956928945385,-1.29861415811349,"Salix cinerea","Salix"
"Salsola kali",0.267161481756101,-2.02257935334881,-0.891844861710444,-1.44128893019025,0.844478567766082,"Salsola kali","Salsola"
"Salvia glutinosa",0.194867889775323,-1.56807368138381,0.850167815046,1.31913678439652,0.739437195719236,"Salvia glutinosa","Salvia"
"Salvia officinalis",-0.0300342605033554,0.676862113963054,0.153521470281023,-0.0192247563090126,0.902753090071717,"Salvia officinalis","Salvia"
"Sambucus ebulus",0.748512643713571,-0.171824843124472,1.62103108272551,1.58021297739545,1.99211255569553,"Sambucus ebulus","Sambucus"
"Samolus valerandi",-0.652185065834469,-0.234413104304043,-0.741285076500618,-0.847724630590607,-1.75712717251423,"Samolus valerandi","Samolus"
"Sanicula europaea",-0.325118108671941,0.174418613262933,0.292410249323458,0.493375649365658,0.50510226159956,"Sanicula europaea","Sanicula"
"Saponaria officinalis",0.160885423912005,0.194508462925223,0.506614096056017,0.435855862627071,0.197902071632285,"Saponaria officinalis","Saponaria"
"Saxifraga tridactylites",-1.97928311049489,-1.20603847022928,-1.48386218871928,-1.70474935888782,-2.05966445191756,"Saxifraga tridactylites","Saxifraga"
"Scabiosa columbaria",-0.296715763774127,-0.210640243768417,0.918911963382232,0.909106239910553,0.319538294758302,"Scabiosa columbaria","Scabiosa"
"Scandix pecten-veneris",-0.481437329217664,-0.98430238536026,-0.122082894131187,-0.0682402004429521,1.22584408539114,"Scandix pecten-veneris","Scandix"
"Schoenus nigricans",-0.2423347974508,1.93444664246558,0.615909761137166,-0.126161407902728,-0.214744636251471,"Schoenus nigricans","Schoenus"
"Scilla bifolia",-0.901800499012899,-2.28455274744138,0.149296173045678,0.485141596545348,1.08152047529723,"Scilla bifolia","Scilla"
"Scleranthus annuus",-1.38780403159685,-0.834930262697978,-2.09605238767134,-2.41506278380668,0.154102346947772,"Scleranthus annuus","Scleranthus"
"Scrophularia auriculata",-0.0514151130354382,-0.805919386908752,1.48223544730575,1.49065841400207,-1.11163445371818,"Scrophularia auriculata","Scrophularia"
"Scrophularia canina",-0.2423347974508,-0.307516052315497,-0.322544717679323,-0.533274477370243,-0.699801506979805,"Scrophularia canina","Scrophularia"
"Scrophularia nodosa",0.390328909291881,-0.0498733588329382,1.04498709637785,1.13865360669157,-1.13002990145106,"Scrophularia nodosa","Scrophularia"
"Scutellaria galericulata",-0.448051170423241,0.344237909376822,-0.457941452781734,-0.209206851463876,-0.179872371897072,"Scutellaria galericulata","Scutellaria"
"Sedum album",-1.33636405029632,-3.4911253263958,-1.61750163965477,-1.95921140255064,-1.87879928930795,"Sedum album","Sedum"
"Sedum cepaea",-1.03794777176007,-3.32987447236855,-1.70546740408395,-1.82412071650536,-1.58356912567722,"Sedum cepaea","Sedum"
"Sedum dasyphyllum",-2.04726973315894,-5.30864591655651,-1.9652915640951,-2.06264176491166,-1.7528895804205,"Sedum dasyphyllum","Sedum"
"Sedum sexangulare",-0.855381151512514,-1.43461690851478,-2.21571749859187,-2.66557649859045,-2.2114435230705,"Sedum sexangulare","Sedum"
"Senecio inaequidens",0.417130904111299,-0.016733721592543,-0.621467989452092,-0.644670040786809,-0.614825019232746,"Senecio inaequidens","Senecio"
"Senecio sylvaticus",-0.0300342605033554,-1.29512857512734,0.766714983158735,0.91335700542307,-0.684154003490098,"Senecio sylvaticus","Senecio"
"Senecio vulgaris",-0.628097503376397,-2.10802168093357,-0.413467626963322,-0.326669063912083,-0.631538335872694,"Senecio vulgaris","Senecio"
"Serratula tinctoria",0.243668735133147,0.0743301859482009,0.720078200624066,0.84608505728001,0.480343929727494,"Serratula tinctoria","Serratula"
"Setaria italica",0.672825641662925,0.283985648957977,0.900659947804757,0.942553639554879,0.520517370056771,"Setaria italica","Setaria"
"Setaria pumila",0.164338813900621,0.410589362613013,0.321381534639148,0.364016805501084,0.27213768692275,"Setaria pumila","Setaria"
"Setaria viridis",0.267161481756101,1.04508338046077,0.0118800808335022,0.0271470029885749,0.0409592640886706,"Setaria viridis","Setaria"
"Sherardia arvensis",-1.013860209302,0.0435359602605547,-2.17127657428926,-2.29345916220684,0.279987668993858,"Sherardia arvensis","Sherardia"
"Silene dioica",0.356911683609924,-1.34224294568934,0.309038280908093,0.69503578535381,-0.124980961420721,"Silene dioica","Silene"
"Silene gallica",-0.360359467073919,-0.921473468796152,-0.614140686052418,-0.39722425760515,-0.535288950171025,"Silene gallica","Silene"
"Silene latifolia",0.194867889775323,-0.701144441715816,0.341049746307393,0.326825740613618,-0.0187217808935078,"Silene latifolia","Silene"
"Silene otites",-0.269136792270217,0.541828174085638,-0.318949378538295,-0.911471224879986,-0.74884336733123,"Silene otites","Silene"
"Silene vulgaris",-0.342575624109149,-0.294817770140921,0.238609253284376,0.114162738502047,-0.0315294072735418,"Silene vulgaris","Silene"
"Sinapis alba",-0.00499576553505361,-0.727520008875702,0.379407838649409,0.471431981707353,0.645901734943601,"Sinapis alba","Sinapis"
"Sinapis arvensis",-0.00912335507753296,-1.39828485657621,1.06570876042363,1.20697340819198,0.408051569854004,"Sinapis arvensis","Sinapis"
"Sisymbrium officinale",0.0702065661549947,-0.767340560263566,0.890207032432526,1.00500297376805,-0.629165504406134,"Sisymbrium officinale","Sisymbrium"
"Smyrnium olusatrum",0.629431441058744,-0.477324227254335,0.743020810355884,1.04467887395687,1.59321895916265,"Smyrnium olusatrum","Smyrnium"
"Solanum dulcamara",0.766987163948079,-0.222656196959313,0.368143836107885,0.367508086998218,1.62911678912967,"Solanum dulcamara","Solanum"
"Solidago virgaurea",0.243668735133147,0.538254023161808,0.437697408551916,0.468336585935991,-0.241854420187003,"Solidago virgaurea","Solidago"
"Sonchus arvensis",0.776091615217478,-0.773731661641258,1.32895546146271,1.35087087412556,-0.111348520034641,"Sonchus arvensis","Sonchus"
"Sonchus asper",0.194867889775323,-1.07847362056454,0.857116597490061,0.921366698461914,-0.61173365383701,"Sonchus asper","Sonchus"
"Sonchus oleraceus",0.971940885258616,-1.19207470763862,1.08759574391893,1.27735654595002,-0.540781830231966,"Sonchus oleraceus","Sonchus"
"Sparganium erectum",-0.0300342605033554,-0.617781107577426,1.58902198367502,1.41884130435799,1.39473630682991,"Sparganium erectum","Sparganium"
"Spergula arvensis",-0.628097503376397,-0.654849493184323,-1.59812961133433,-2.33760831793789,-0.510128447166416,"Spergula arvensis","Spergula"
"Spergularia media",-0.755140324854164,-1.42295457601374,-1.98096531219594,-2.02192770060708,-1.10642329733241,"Spergularia media","Spergularia"
"Spergularia rubra",-1.22616074624944,-0.845065569541609,-1.96421906052294,-2.23345353458611,-1.64714632627879,"Spergularia rubra","Spergularia"
"Stachys arvensis",-0.901800499012899,-0.21582406711084,-0.857996773557008,-0.781006361401424,-0.157257273808373,"Stachys arvensis","Stachys"
"Stachys recta",-0.166181533250523,0.341230109099895,-0.230029154013733,-0.132322391050234,0.255500722964418,"Stachys recta","Stachys"
"Stellaria media",-0.801559672354548,-2.10802168093357,-0.76702738386797,-0.353122273965125,-0.459228113705134,"Stellaria media","Stellaria"
"Stellaria neglecta",0.107521462385979,-2.10802168093357,-0.963720233450894,-0.437643743948483,-0.0808290245835588,"Stellaria neglecta","Stellaria"
"Suaeda maritima",-0.840398040323841,-2.10003216105168,-1.38621855049452,-1.79162065961402,-0.109130895254404,"Suaeda maritima","Suaeda"
"Symphytum officinale",0.362749937787974,-2.18094600078802,1.08912752227975,1.17922123667757,1.01560554252781,"Symphytum officinale","Symphytum"
"Symphytum tuberosum",-0.384600470044748,-1.26332985674637,0.379888523906299,0.606796869981334,0.877237044869553,"Symphytum tuberosum","Symphytum"
"Syringa vulgaris",2.60782854574504,1.51219078049814,0.979069902438717,0.476702023123714,0.806531413903216,"Syringa vulgaris","Syringa"
"Tanacetum corymbosum",0.529190614400395,0.206822046234336,0.217735454775301,0.074261095340658,-0.324543941615133,"Tanacetum corymbosum","Tanacetum"
"Tanacetum parthenium",-0.274589001445089,-0.200302784387679,0.581724405121682,0.830495009143702,-1.06494048259333,"Tanacetum parthenium","Tanacetum"
"Tanacetum vulgare",0.720110298815755,0.46694906917421,1.20241691001149,1.15209786159157,-0.590485826150838,"Tanacetum vulgare","Tanacetum"
"Teucrium chamaedrys",-0.967440861801609,1.33066459366753,-0.838805429777311,-1.03746631013346,0.0940262879925884,"Teucrium chamaedrys","Teucrium"
"Teucrium montanum",-0.628097503376397,0.94140702471298,-1.41018022093198,-1.61522629354376,-0.123108097232006,"Teucrium montanum","Teucrium"
"Teucrium scordium",-0.415796966428953,-0.344834429131364,-0.996813988873775,-0.820151660158964,-0.310614419599354,"Teucrium scordium","Teucrium"
"Teucrium scorodonia",-0.415796966428953,1.89918927344633,0.398654939752423,-0.00657552304239176,-0.0654094110602268,"Teucrium scorodonia","Teucrium"
"Thalictrum aquilegiifolium",0.529190614400395,0.271571048398143,1.7801793687225,2.04160718117429,0.331241162168223,"Thalictrum aquilegiifolium","Thalictrum"
"Thalictrum flavum",0.417130904111299,0.752220979850447,1.69560479604262,1.87069990555904,0.161484996642076,"Thalictrum flavum","Thalictrum"
"Tilia platyphyllos",4.13906048581668,0.282372439422232,0.707202297465186,0.978470333326107,2.39202232332753,"Tilia platyphyllos","Tilia"
"Tordylium maximum",0.587283824892989,0.482022487163236,1.02133022234599,1.17693411394859,0.506967546379678,"Tordylium maximum","Tordylium"
"Torilis arvensis",0.334347592890158,0.154040518900112,-0.0230737067080376,0.0184787817408869,0.39789601388588,"Torilis arvensis","Torilis"
"Torilis japonica",0.125644065510028,1.10315473704618,0.632948867623183,0.752318963108109,0.274821557826719,"Torilis japonica","Torilis"
"Torilis nodosa",-0.0622884644976447,1.54785906122314,-1.08088355534113,-1.41646486213238,0.189584602084222,"Torilis nodosa","Torilis"
"Tragopogon dubius",0.0890469421514717,0.178851407701291,-0.606917930210263,-0.574085044064715,1.010947929306,"Tragopogon dubius","Tragopogon"
"Tragopogon porrifolius",0.368330058753476,-0.474406332158254,0.0775834416451276,0.204365308682122,1.26478755350941,"Tragopogon porrifolius","Tragopogon"
"Tragopogon pratensis",-0.0956746232920653,0.0435359602605547,0.367957126071483,0.244077795310277,1.1198036001133,"Tragopogon pratensis","Tragopogon"
"Trifolium arvense",-0.923181351544981,1.24537482511527,-0.609644600380526,-0.744556952549599,-0.535333355188672,"Trifolium arvense","Trifolium"
"Trifolium campestre",-0.282826350714034,0.797816222138896,-0.955158014520145,-0.879249382688881,-0.531347753069943,"Trifolium campestre","Trifolium"
"Trifolium dubium",-0.516037793087302,0.194508462925223,-1.14249547018557,-1.03157218839282,-0.366567815246259,"Trifolium dubium","Trifolium"
"Trifolium fragiferum",-0.689499962065454,0.491805461236036,-0.867950214360488,-0.847034750186373,0.357792294387728,"Trifolium fragiferum","Trifolium"
"Trifolium hybridum",-0.0956746232920653,0.685493504068837,0.271266667691512,0.300164630221405,0.00766881175291968,"Trifolium hybridum","Trifolium"
"Trifolium incarnatum",-0.0732875222290808,0.0169969998759351,0.266481561017477,0.350078033982524,0.494955627161383,"Trifolium incarnatum","Trifolium"
"Trifolium medium",0.0313681981857021,0.930095277767441,0.254066142217132,0.218718178028143,0.360696375635866,"Trifolium medium","Trifolium"
"Trifolium micranthum",-1.91583241011639,0.194641887774005,-1.97779149851982,-1.97059857552038,-0.53871899051602,"Trifolium micranthum","Trifolium"
"Trifolium pratense",-0.296715763774127,0.49567087365788,-0.101246630071627,-0.15050697822955,0.218285740498627,"Trifolium pratense","Trifolium"
"Trifolium repens",-0.0956746232920653,0.00352012066106738,-0.617227591775465,-0.175896722377079,-0.254594543376646,"Trifolium repens","Trifolium"
"Trifolium resupinatum",-0.967440861801609,-0.252422579011213,-0.827592244809924,-0.651783661048519,-0.185309314048111,"Trifolium resupinatum","Trifolium"
"Trifolium rubens",0.0890469421514717,1.0397952522986,0.187720300776311,-0.0120052367983689,0.340744525909964,"Trifolium rubens","Trifolium"
"Trinia glauca",-1.0880334355404,0.494031988280335,0.0822000540790283,-0.275589700471253,0.291254430941089,"Trinia glauca","Trinia"
"Triticum aestivum",1.0045637805566,0.624553318689615,0.616069863974573,0.580451097557153,1.80731845217454,"Triticum aestivum","Triticum"
"Trollius europaeus",-0.325118108671941,0.106335811334071,1.00552303361356,0.914579411107986,-0.0563461070963505,"Trollius europaeus","Trollius"
"Tussilago farfara",-0.702270729614803,-0.767340560263566,2.16643144990602,2.08737623798271,-0.716757071129636,"Tussilago farfara","Tussilago"
"Typha angustifolia",1.28889714262084,0.958435237911834,1.85046977416787,1.22221542646381,-1.09293730337755,"Typha angustifolia","Typha"
"Typha latifolia",1.28889714262084,0.185375219080978,1.8603005704755,1.54290235378992,-1.36694990673724,"Typha latifolia","Typha"
"Ulex europaeus",0.837494073906536,1.29809698500088,-1.21010644917912,-2.2148732725491,0.867973162504725,"Ulex europaeus","Ulex"
"Ulmus glabra",4.23930131247503,0.838142299289771,0.535712148053856,0.673975656545089,1.17021143971854,"Ulmus glabra","Ulmus"
"Ulmus laevis",4.28572065997542,0.439040094578834,0.458471727511841,0.826914751658253,0.996529629693319,"Ulmus laevis","Ulmus"
"Ulmus minor",4.14695603235255,0.756599760258279,0.246167888157795,0.318271766185079,1.0530542015952,"Ulmus minor","Ulmus"
"Umbilicus rupestris",-0.755140324854164,-3.59765871898613,0.209498941445327,0.321238671518128,-2.3758060561456,"Umbilicus rupestris","Umbilicus"
"Urtica dioica",0.776091615217478,0.362547749140857,0.472550309195109,0.739361755629136,-0.824957672631896,"Urtica dioica","Urtica"
"Urtica urens",-0.354394507739894,0.381271571558626,-0.306981258196507,-0.38903319492172,-0.321542185549015,"Urtica urens","Urtica"
"Vaccinium myrtillus",-0.200456785051612,1.54892884620492,-1.15745291741691,-1.36414549990997,1.77849549628674,"Vaccinium myrtillus","Vaccinium"
"Valeriana officinalis",0.290088082633532,-0.748258812277814,1.17825157837241,1.35695918765581,-0.0300773488478392,"Valeriana officinalis","Valeriana"
"Valerianella carinata",-0.746122172999515,-1.48044855364052,-0.998776713762324,-0.864794896301951,-0.295339240030169,"Valerianella carinata","Valerianella"
"Valerianella locusta",-1.00204132567125,-1.56522936454648,-1.0719601469005,-0.970729874052803,-0.146712391614918,"Valerianella locusta","Valerianella"
"Verbascum densiflorum",0.995973131696017,0.0697779810304243,1.53627042556424,1.47066215993076,-1.11124649558353,"Verbascum densiflorum","Verbascum"
"Verbascum nigrum",0.552396835528855,-0.327083528166054,1.84809685596452,1.80291444001802,-1.03735204648115,"Verbascum nigrum","Verbascum"
"Verbascum pulverulentum",0.597177237064454,-0.169529118579348,1.94210137242879,1.94002791875969,-0.863315061697324,"Verbascum pulverulentum","Verbascum"
"Verbascum thapsus",0.670803519972316,0.377122089120416,1.86845416875813,1.6543834126301,-1.09208262071811,"Verbascum thapsus","Verbascum"
"Verbena officinalis",-0.0590133910491972,0.652446895690698,-0.197909662332183,-0.489415102573984,-0.454517055701384,"Verbena officinalis","Verbena"
"Veronica anagallis-aquatica",-0.216267197030858,-1.45553206177624,0.251418043574511,0.46429691299208,-1.52197930275366,"Veronica anagallis-aquatica","Veronica"
"Veronica arvensis",-1.16848200228367,-0.8542006729252,-1.1447609732715,-0.971892296331634,-1.02386504815516,"Veronica arvensis","Veronica"
"Veronica beccabunga",-0.142093970792452,-0.812403902771024,-0.0727056843178635,-0.0922839158053973,-0.411777415489172,"Veronica beccabunga","Veronica"
"Veronica catenata",-0.303737256139857,-1.07926297793856,-0.748519194894408,-0.511629425688051,-1.6504181400725,"Veronica catenata","Veronica"
"Veronica chamaedrys",-0.415796966428953,1.00454889090601,-0.467383077803589,-0.520857319332923,-0.758596294059206,"Veronica chamaedrys","Veronica"
"Veronica hederifolia",-0.676898348734221,-1.86912161512745,-0.684356289012126,-0.68295085049598,0.682845994305126,"Veronica hederifolia","Veronica"
"Veronica montana",-0.384600470044748,1.01966272557854,-0.348522859492017,-0.38671597837718,-0.432852943790612,"Veronica montana","Veronica"
"Veronica officinalis",-1.06957127775494,1.09682443098292,-0.675711912702968,-1.51869010401175,-1.00779216875376,"Veronica officinalis","Veronica"
"Veronica peregrina",-1.21140994073822,-0.924993058587387,-1.62480053306489,-1.61096837382913,-1.65927919023711,"Veronica peregrina","Veronica"
"Veronica persica",-0.628097503376397,-1.15120744730155,-0.539647769975969,-0.345224751974886,-0.275394551756998,"Veronica persica","Veronica"
"Veronica polita",-0.166181533250523,-0.660975830629792,-1.23651907987022,-1.15004867113394,-0.557102247725073,"Veronica polita","Veronica"
"Veronica scutellata",-0.801559672354548,0.404492647387537,-1.31463075227795,-1.34740679701902,-0.359920506871208,"Veronica scutellata","Veronica"
"Veronica serpyllifolia",-0.956181465336223,-0.154274678866291,-0.81097497710886,-0.858182175298115,-1.4453796084371,"Veronica serpyllifolia","Veronica"
"Viburnum lantana",2.09502301834168,0.629260368074705,0.846023705220634,0.743207065692815,1.70419549635906,"Viburnum lantana","Viburnum"
"Vicia cracca",0.785109767072126,0.491586684001445,-0.155715116350665,0.0114405587224485,1.33166398437398,"Vicia cracca","Vicia"
"Vicia ervilia",0.0548609448086571,-0.0776606190960995,-0.436889820560529,-0.584630811190162,1.80936658871837,"Vicia ervilia","Vicia"
"Vicia faba",0.629431441058744,-1.2730380546117,1.06593936273548,1.20304550203423,3.47169185248061,"Vicia faba","Vicia"
"Vicia hirsuta",-0.325118108671941,0.690186408750308,-0.673986327535723,-0.601402915090755,0.857704541609048,"Vicia hirsuta","Vicia"
"Vicia sativa",0.334347592890158,0.424455014832178,0.174562380046564,0.159934440770304,1.64731396206559,"Vicia sativa","Vicia"
"Vicia sepium",0.178028372344437,0.00799614735064365,-0.244422309127278,0.141501204290374,1.49851474611825,"Vicia sepium","Vicia"
"Vinca minor",0.397100524335814,0.133778244542524,-0.30334164009265,-0.275547527568609,0.868756679717836,"Vinca minor","Vinca"
"Vincetoxicum hirundinaria",0.629431441058744,-0.402562987117449,-0.174259800456877,0.246181008146591,0.960626390269651,"Vincetoxicum hirundinaria","Vincetoxicum"
"Viola arvensis",-0.66858905663963,-0.270872549195339,-0.27546684161398,-0.293174774879247,-0.365788073468427,"Viola arvensis","Viola"
"Viola canina",-1.2875632049385,0.741378225774748,-0.577525477803504,-0.733314850077687,0.0379597665867929,"Viola canina","Viola"
"Viola hirta",-1.561266200575,0.647386796584155,0.734498080123029,0.680295311482099,0.540637995667819,"Viola hirta","Viola"
"Viola odorata",-0.464597811786776,0.454876973902191,0.393432823621684,0.387233558253945,0.389157214386656,"Viola odorata","Viola"
"Viola reichenbachiana",-1.11410103596034,0.522906916330899,-0.415345223469815,-0.353122273965125,0.337155381236403,"Viola reichenbachiana","Viola"
"Viola riviniana",-1.00204132567125,1.24474539794611,-0.160872481577572,-0.307413009651424,0.086200440314477,"Viola riviniana","Viola"
"Viola tricolor",-0.415796966428953,-0.254501370561679,-0.504084661705195,-0.407343973513186,-0.112540679070434,"Viola tricolor","Viola"
"Vitis vinifera",3.09383207832899,-0.396142053964094,1.18588256787822,1.43863916800637,1.38569843535775,"Vitis vinifera","Vitis"
"Zea mays",1.56260013825734,0.13677971243225,1.79012980744808,1.87330085637334,2.23077053006066,"Zea mays","Zea"
