"","canopy_height_m","ldmc_geo_mgg","leaf_mass_mg","leaf_size_mm2","seed_mass_mg","genus"
"Leucojum vernum",NA,NA,NA,3173.75,NA,"Leucojum"
"Levisticum officinale",NA,196,NA,67588,NA,"Levisticum"
"Lilium bulbiferum",NA,140.52,26.795,NA,7.4,"Lilium"
"Linaria vulgaris",0.416666666666667,189.25,NA,105.3945,0.174676923076923,"Linaria"
"Linum usitatissimum",0.45,163.445,0.905,41.5,5.07,"Linum"
"Logfia minima",NA,NA,0.2,6.635,0.025341,"Logfia"
"Lolium multiflorum",0.325,265,26.82177515,606,NA,"Lolium"
"Lolium perenne",0.125,214.3975,14.5298595333333,402,1.97511111111111,"Lolium"
"Lonicera caprifolium",4.875,NA,74.6525,NA,8.04,"Lonicera"
"Lotus corniculatus",0.429166666666667,186,NA,132,1.4034375,"Lotus"
"Lotus pedunculatus",0.2625,207.813333333333,16.1518002866667,511,4.62866666666667,"Lotus"
"Ludwigia palustris",0.12,205.2325,7.28,258.87,0.045,"Ludwigia"
"Lunaria annua",0.45,114.865,NA,7897.83333333333,NA,"Lunaria"
"Luzula campestris",NA,NA,NA,73,0.676883076923077,"Luzula"
"Luzula pilosa",0.15,228,26.46637744,NA,0.9704,"Luzula"
"Lycopus europaeus",0.566666666666667,103.92,NA,1814.75,NA,"Lycopus"
"Lysimachia nummularia",0.45,227.65,10.07904268,284.333333333333,NA,"Lysimachia"
"Lysimachia punctata",0.55,NA,NA,2841,NA,"Lysimachia"
"Lysimachia vulgaris",0.896,NA,95.08408684,2539.25,NA,"Lysimachia"
"Lythrum hyssopifolia",0.311666666666667,NA,0.49,NA,0.332078947368421,"Lythrum"
"Lythrum portula",0.103333333333333,NA,NA,NA,0.0332,"Lythrum"
"Lythrum salicaria",NA,179.845,NA,1742.375,0.085928,"Lythrum"
"Malus sylvestris",6,248.8,200.25424625,2910.14,23.634,"Malus"
"Malva alcea",0.65,NA,49.95,NA,3.9,"Malva"
"Malva sylvestris",0.575,171.22,NA,7727.5,NA,"Malva"
"Matthiola incana",NA,119.17,NA,590,2.06,"Matthiola"
"Medicago arabica",0.308333333333333,189.07,19.0475,675.585,1.8786,"Medicago"
"Medicago lupulina",NA,196,17.27838062,509.333333333333,1.77992777775,"Medicago"
"Medicago polymorpha",0.3625,NA,33.205,NA,2.946,"Medicago"
"Melica ciliata",0.36,506.78,11.175,204.03,0.8515135135,"Melica"
"Melilotus officinalis",NA,237.666666666667,NA,607,NA,"Melilotus"
"Melittis melissophyllum",NA,NA,45.22,2586.75,NA,"Melittis"
"Mentha aquatica",0.383333333333333,179.62,NA,1722.4375,0.128323809571429,"Mentha"
"Mentha longifolia",NA,194.905,61.885,NA,0.064,"Mentha"
"Mentha pulegium",NA,179.3,6.32,NA,NA,"Mentha"
"Mentha suaveolens",0.575,181.94,56.8633333333333,1483.75,NA,"Mentha"
"Menyanthes trifoliata",0.176666666666667,NA,211.286,NA,2.97472,"Menyanthes"
"Mercurialis annua",NA,165.385,17.075,759.855,2.32230909090909,"Mercurialis"
"Mercurialis perennis",0.216666666666667,NA,83.870610815,1890.5,NA,"Mercurialis"
"Mespilus germanica",6.375,325.545,180.385,NA,60.83,"Mespilus"
"Misopates orontium",0.343333333333333,134.215,9.86,NA,0.15686,"Misopates"
"Moehringia trinervia",0.175,NA,2.397892544,81.3333333333333,NA,"Moehringia"
"Molinia caerulea",0.7875,NA,56.85673155,1286.625,0.714553846153846,"Molinia"
"Muscari botryoides",0.15,94.33,51.85,1533,NA,"Muscari"
"Myagrum perfoliatum",0.24,114.64,41.77,1211.5,20.88,"Myagrum"
"Myosotis arvensis",NA,123,28.22270336,NA,0.2927,"Myosotis"
"Myosotis laxa",0.21125,NA,6.86943783916667,326.9375,0.224,"Myosotis"
"Myosotis ramosissima",0.101666666666667,146.666666666667,9.06432748533333,187,NA,"Myosotis"
"Myosotis scorpioides",NA,142.6375,17.645238216,1086.0625,0.3013,"Myosotis"
"Myosotis sylvatica",NA,146,NA,613.333333333333,0.53825,"Myosotis"
"Myriophyllum spicatum",1,240.22,NA,NA,1.2705,"Myriophyllum"
"Narcissus pseudonarcissus",0.225,137.5,92.41273817,NA,5.81173333333333,"Narcissus"
"Nasturtium officinale",0.24,97.5,NA,NA,NA,"Nasturtium"
"Nigella arvensis",0.23,174.8,NA,188.54,NA,"Nigella"
"Nigella damascena",0.3875,179.6,80.92,2361,NA,"Nigella"
"Nymphaea alba",0.03,NA,2682.7,39342,1.90181818181818,"Nymphaea"
"Oenanthe aquatica",0.6,NA,209.953333333333,NA,NA,"Oenanthe"
"Oenanthe fistulosa",0.425,132.875,14.7166666666667,NA,NA,"Oenanthe"
"Oenanthe lachenalii",NA,190.9,NA,1180.92,1.50885714285714,"Oenanthe"
"Onobrychis viciifolia",0.275,NA,164.049656625,3134.4375,20.11705,"Onobrychis"
"Orchis militaris",0.2,111.96,292.82,6088,0.001,"Orchis"
"Origanum vulgare",NA,233,23.36623932,511,0.09555,"Origanum"
"Orlaya grandiflora",0.2825,168.19,NA,1618,12.833,"Orlaya"
"Oxalis acetosella",0.0925,NA,7.689057145,NA,NA,"Oxalis"
"Oxalis corniculata",0.15,NA,2.62,NA,0.1884,"Oxalis"
"Papaver dubium",0.474,175.75,NA,4627,0.1185,"Papaver"
"Papaver rhoeas",0.3675,143,166.81395105,4986.5,0.109333333333333,"Papaver"
"Papaver somniferum",NA,177.78,272,10398,0.454666666666667,"Papaver"
"Parietaria judaica",NA,185.5,24.25055129,NA,0.200185714285714,"Parietaria"
"Parietaria officinalis",0.65,147.535,NA,2965,NA,"Parietaria"
"Paris quadrifolia",0.2,176,NA,1325,NA,"Paris"
"Parthenocissus inserta",NA,220.24,NA,NA,20.42,"Parthenocissus"
"Pastinaca sativa",0.6,NA,NA,14914.5,NA,"Pastinaca"
"Petasites albus",0.425,121.063333333333,NA,23322.5833333333,0.234,"Petasites"
"Petasites hybridus",0.575,201.5,7596.7887335,139875,0.23038,"Petasites"
"Petrorhagia prolifera",NA,231.15,3.345,58.25,0.3506114286,"Petrorhagia"
"Phacelia tanacetifolia",0.575,131.55,120.36,NA,1.199,"Phacelia"
"Phalaris arundinacea",1.45,NA,NA,3366,NA,"Phalaris"
"Phleum pratense",0.371,276.142857142857,9.90727713383333,380,0.58775,"Phleum"
"Phragmites australis",2.5,NA,348.394385533333,6925.875,NA,"Phragmites"
"Picris hieracioides",0.6375,NA,77.42508472,NA,1.108,"Picris"
"Pinus sylvestris",34.5,NA,NA,65.9428571428572,7.572,"Pinus"
"Plantago coronopus",0.03625,102.65,10.0528403756667,NA,NA,"Plantago"
"Plantago lanceolata",0.16125,NA,82.787456325,2567,NA,"Plantago"
"Plantago major",0.37,107,1016.91327,30968,0.267838095285714,"Plantago"
"Plantago media",0.171666666666667,145.333333333333,297.734964233333,NA,NA,"Plantago"
"Poa annua",NA,NA,3.2107676125,NA,0.223701578947368,"Poa"
"Poa bulbosa",0.11,NA,0.8,16.08,NA,"Poa"
"Poa compressa",0.375,282.333333333333,7.362884197,NA,NA,"Poa"
"Poa nemoralis",0.5,319,NA,NA,0.181745454545455,"Poa"
"Poa palustris",0.8175,334.45,1.3,55,NA,"Poa"
"Poa pratensis",NA,308.59,35.79994805,1025,0.272595238142857,"Poa"
"Polygala vulgaris",NA,221.103333333333,2.44147959175,53.5425,1.74691428571429,"Polygala"
"Polygonatum multiflorum",0.445,148.21,48.355,NA,94.4226857142857,"Polygonatum"
"Polygonatum odoratum",NA,NA,86.835,2270,NA,"Polygonatum"
"Polygonatum verticillatum",NA,147.63,NA,1003,66.47416665,"Polygonatum"
"Polygonum aviculare",NA,207.5,NA,361.5,1.82,"Polygonum"
"Populus nigra",25,304.965,NA,2784.625,0.8,"Populus"
"Populus tremula",NA,369.835,NA,2513.3125,0.1,"Populus"
"Portulaca oleracea",NA,108.92,1.395,25.725,0.33592,"Portulaca"
"Potentilla erecta",0.166666666666667,303.956666666667,5.734158679,148.5,0.4821375,"Potentilla"
"Potentilla reptans",0.358333333333333,NA,53.724764885,2176.5,0.271025,"Potentilla"
"Primula veris",0.133333333333333,214.666666666667,245.141161463333,4080.66666666667,0.803173333333333,"Primula"
"Primula vulgaris",0.115,154,224.4014594,6409,1.13632,"Primula"
"Prunella vulgaris",0.123333333333333,NA,16.108351258,NA,0.688757142857143,"Prunella"
"Prunus mahaleb",5,NA,34.215,NA,87.7,"Prunus"
"Pulicaria dysenterica",0.45,142.5,NA,1199.5,0.0895,"Pulicaria"
"Radiola linoides",0.03875,232.595,0.133333333333333,3.22,0.01185,"Radiola"
"Ranunculus acris",0.2575,197.05,36.8880126526316,NA,1.72743,"Ranunculus"
"Ranunculus arvensis",0.308333333333333,139,21.02608696,576,12.6125666666667,"Ranunculus"
"Ranunculus bulbosus",0.175,NA,NA,NA,2.86775396828571,"Ranunculus"
"Ranunculus flammula",0.215,173.91,33.40150528,656.583333333333,0.4472,"Ranunculus"
"Ranunculus lanuginosus",0.425,NA,NA,NA,1.3,"Ranunculus"
"Ranunculus lingua",NA,196.3,NA,2416.75,1.70236666666667,"Ranunculus"
"Ranunculus repens",NA,181.104,193.94,3593.55555555556,2.24169696972727,"Ranunculus"
"Ranunculus sardous",0.166666666666667,125.11,21.235,NA,1.38412,"Ranunculus"
"Ranunculus sceleratus",0.258333333333333,123.04,NA,1115.375,NA,"Ranunculus"
"Raphanus raphanistrum",0.32,120,NA,NA,NA,"Raphanus"
"Rapistrum rugosum",0.5125,NA,NA,651,3.13,"Rapistrum"
"Reseda alba",0.45,127.505,56.8495701333333,1692.625,0.562,"Reseda"
"Reseda lutea",NA,155.333333333333,NA,NA,0.677133333333333,"Reseda"
"Reseda luteola",0.6925,166.4425,58.982271808,1097.125,0.292012121181818,"Reseda"
"Rhynchospora alba",0.25,334.91,NA,288,0.44684,"Rhynchospora"
"Rorippa amphibia",0.625,110,320.3,12853,1.873,"Rorippa"
"Rorippa sylvestris",0.283333333333333,NA,NA,1154.33333333333,0.0939222222222222,"Rorippa"
"Rosa agrestis",1.33333333333333,376.105,32.785,NA,18.7504,"Rosa"
"Rubia peregrina",0.381333333333333,226.946666666667,26.85598549,NA,19.9590666666667,"Rubia"
"Rubus caesius",0.475,386.666666666667,553.580980866667,9655.33333333333,NA,"Rubus"
"Rumex acetosa",0.505,102.11,NA,2014.9275,0.944641666666667,"Rumex"
"Rumex acetosella",0.15,113.932,9.713070759,NA,0.36007,"Rumex"
"Rumex conglomeratus",NA,NA,190.2946116,4190,0.899563157894737,"Rumex"
"Rumex crispus",0.641666666666667,105,239.6959134,6290,2.32424285714286,"Rumex"
"Rumex maritimus",NA,NA,215.54662385,NA,NA,"Rumex"
"Rumex obtusifolius",0.508333333333333,NA,NA,43260.25,1.155,"Rumex"
"Rumex sanguineus",0.7875,202,NA,NA,1.06821,"Rumex"
"Sagina apetala",NA,238.666666666667,0.321621621666667,4.66666666666667,0.0125278571428571,"Sagina"
"Sagina procumbens",NA,217,NA,8,0.0157037036666667,"Sagina"
"Sagittaria sagittifolia",0.42,NA,NA,6404.9,1.55783333333333,"Sagittaria"
"Salix alba",15.1666666666667,298.615,NA,NA,NA,"Salix"
"Salix cinerea",2.75,438.765,152.705,NA,NA,"Salix"
"Salsola kali",0.5125,86.74,6.835,NA,NA,"Salsola"
"Salvia glutinosa",0.475,102.89,213.42,NA,4.682,"Salvia"
"Salvia officinalis",0.375,239.133333333333,53.898,916.833333333333,6.58,"Salvia"
"Sambucus ebulus",0.85,173.85,978.51908015,NA,NA,"Sambucus"
"Samolus valerandi",0.195,169.81,NA,191.75,NA,"Samolus"
"Sanicula europaea",0.275,198,70.91322567,NA,2.87321071428571,"Sanicula"
"Saponaria officinalis",0.458333333333333,199.5,108.266890165,2165.5,1.51482807015789,"Saponaria"
"Saxifraga tridactylites",NA,NA,NA,38,0.01372,"Saxifraga"
"Scabiosa columbaria",0.283333333333333,171.333333333333,244.462171073333,5293.33333333333,NA,"Scabiosa"
"Scandix pecten-veneris",0.233333333333333,NA,31.27,NA,NA,"Scandix"
"Schoenus nigricans",NA,NA,NA,749.166666666667,0.6411125,"Schoenus"
"Scilla bifolia",0.15,NA,53.45,2376.75,NA,"Scilla"
"Scleranthus annuus",0.09,135.515,NA,9.935,1.38269473684211,"Scleranthus"
"Scrophularia auriculata",0.366666666666667,137,743.865842466667,15875.6666666667,NA,"Scrophularia"
"Scrophularia canina",NA,165.21,21.045,NA,0.233333333333333,"Scrophularia"
"Scrophularia nodosa",NA,182,313.5979769,NA,NA,"Scrophularia"
"Scutellaria galericulata",0.241666666666667,NA,NA,640.416666666667,0.689433333285714,"Scutellaria"
"Sedum album",0.095,NA,1.63,23.5,0.02,"Sedum"
"Sedum cepaea",NA,53.08,1.37,30.33,NA,"Sedum"
"Sedum dasyphyllum",0.045,25.24,0.82,19.33,NA,"Sedum"
"Sedum sexangulare",0.1575,108.18,0.5,NA,0.01,"Sedum"
"Senecio inaequidens",NA,NA,11.66,281.375,0.278533333333333,"Senecio"
"Senecio sylvaticus",0.375,114,NA,NA,0.241066666666667,"Senecio"
"Senecio vulgaris",0.2,84,17.58510305,513,0.269,"Senecio"
"Serratula tinctoria",0.5,190.693333333333,165.05529038,NA,NA,"Serratula"
"Setaria italica",NA,NA,NA,5638.5,2.967,"Setaria"
"Setaria pumila",0.46,216.37,75.09,1890.75,1.76825,"Setaria"
"Setaria viridis",0.5125,274.61,40.7433333333333,1000.75,1.09228571428571,"Setaria"
"Sherardia arvensis",0.133333333333333,188.5,NA,NA,1.79741181818182,"Sherardia"
"Silene dioica",0.5632,112,NA,3533,NA,"Silene"
"Silene gallica",0.265,131.18,11.83,449,0.32874125,"Silene"
"Silene latifolia",0.475,142.5,78.064886605,1762.5,NA,"Silene"
"Silene otites",0.291666666666667,NA,21.195,170,0.210666666666667,"Silene"
"Silene vulgaris",0.27,166,NA,NA,NA,"Silene"
"Sinapis alba",0.385,141.095,NA,2316,NA,"Sinapis"
"Sinapis arvensis",0.383333333333333,109.666666666667,326.701141876667,9290.66666666667,2.34714761904762,"Sinapis"
"Sisymbrium officinale",NA,139,NA,6344.33333333333,0.270333333333333,"Sisymbrium"
"Smyrnium olusatrum",NA,155,NA,NA,NA,"Smyrnium"
"Solanum dulcamara",0.866666666666667,NA,82.3569254,1903.25833333333,29.892110294125,"Solanum"
"Solidago virgaurea",0.5,227,94.48678888,NA,NA,"Solidago"
"Sonchus arvensis",NA,138.666666666667,NA,NA,0.79525,"Sonchus"
"Sonchus asper",0.475,NA,NA,5417.33333333333,0.280333333363636,"Sonchus"
"Sonchus oleraceus",1.075,118.5,341.1361911,10611.5,0.325,"Sonchus"
"Sparganium erectum",0.375,147.033333333333,918.5615297,13862,18.3422,"Sparganium"
"Spergula arvensis",0.2,NA,1.6935855265,NA,NA,"Spergula"
"Spergularia media",0.175,108.655,NA,20.875,0.1,"Spergularia"
"Spergularia rubra",NA,135,0.82173913,14,NA,"Spergularia"
"Stachys arvensis",0.15,171,NA,217.5,0.7227,"Stachys"
"Stachys recta",0.325,NA,NA,740.5,NA,"Stachys"
"Stellaria media",0.166666666666667,84,8.7462351015,488,0.3852,"Stellaria"
"Stellaria neglecta",0.433333333333333,84,5.9302861625,NA,0.847466666666667,"Stellaria"
"Suaeda maritima",0.16,NA,NA,NA,NA,"Suaeda"
"Symphytum officinale",0.566666666666667,81.73,342.17,8816.25,8.3244,"Symphytum"
"Symphytum tuberosum",0.258333333333333,115.37,NA,2990.66666666667,6.2392857,"Symphytum"
"Syringa vulgaris",6,327.285,275.31,2339.16666666667,5.38454545454545,"Syringa"
"Tanacetum corymbosum",0.675,200.425,61.1875,NA,0.51,"Tanacetum"
"Tanacetum parthenium",0.29,NA,NA,4563,NA,"Tanacetum"
"Tanacetum vulgare",0.825,221,NA,8376,0.293024,"Tanacetum"
"Teucrium chamaedrys",0.14,NA,NA,134,1.22,"Teucrium"
"Teucrium montanum",0.2,264.12,2.455,NA,0.776,"Teucrium"
"Teucrium scordium",0.25,NA,5.555,202,0.52502,"Teucrium"
"Teucrium scorodonia",0.25,378.5,87.47340247,939,NA,"Teucrium"
"Thalictrum aquilegiifolium",NA,NA,NA,NA,2,"Thalictrum"
"Thalictrum flavum",0.6,246,1133.827826,32542.5,1.40413,"Thalictrum"
"Tilia platyphyllos",NA,NA,NA,6034.25,146.54,"Tilia"
"Tordylium maximum",0.7175,NA,299.28,8778.25,2.8844,"Tordylium"
"Torilis arvensis",0.55,196.49,38.025,NA,2.298,"Torilis"
"Torilis japonica",0.441666666666667,280.666666666667,138.95686189,3936.66666666667,1.77816666666667,"Torilis"
"Torilis nodosa",NA,331.7,4.705,NA,1.4888,"Torilis"
"Tragopogon dubius",0.425,198.33,NA,321.5,8.244,"Tragopogon"
"Tragopogon porrifolius",0.57,155.17,NA,NA,13.9911333333333,"Tragopogon"
"Tragopogon pratensis",0.35,188.5,82.326555245,1507.5,10.3430375,"Tragopogon"
"Trifolium arvense",0.146666666666667,NA,NA,233,0.328710833333333,"Trifolium"
"Trifolium campestre",0.2875,250.25,6.03144394166667,NA,NA,"Trifolium"
"Trifolium dubium",NA,199.5,4.165833614,135.5,NA,"Trifolium"
"Trifolium fragiferum",NA,NA,7.165360825,192,2.11377,"Trifolium"
"Trifolium hybridum",0.35,239.91,68.0123642057143,1675.95,1.01908333325,"Trifolium"
"Trifolium incarnatum",NA,NA,NA,1841.625,2.8131,"Trifolium"
"Trifolium medium",0.4,263,65.74024296,1437,NA,"Trifolium"
"Trifolium micranthum",NA,199.51,NA,NA,0.3264,"Trifolium"
"Trifolium pratense",0.283333333333333,NA,32.58394007,NA,1.58055555555556,"Trifolium"
"Trifolium repens",NA,NA,11.75808095,NA,0.5900266666,"Trifolium"
"Trifolium resupinatum",0.14,168.665,NA,277.62,NA,"Trifolium"
"Trifolium rubens",0.425,274.065,57.665,929.42,2.04,"Trifolium"
"Trinia glauca",0.123333333333333,223.26,46.815,564.955,NA,"Trinia"
"Triticum aestivum",1.1125,234.48,NA,2845.5,43.3333333333333,"Triticum"
"Trollius europaeus",NA,NA,290.079134466667,5348.33333333333,0.891823076923077,"Trollius"
"Tussilago farfara",0.185,139,2873.9272005,48997.5,0.225233333333333,"Tussilago"
"Typha angustifolia",1.5,265.815,1539.6,9562,0.10285,"Typha"
"Typha latifolia",1.5,198.816666666667,1569.79115446667,NA,0.0581076923076923,"Typha"
"Ulex europaeus",0.933333333333333,301.9925,3.645,14.5,NA,"Ulex"
"Ulmus glabra",NA,254.07,NA,NA,NA,"Ulmus"
"Ulmus laevis",35,NA,98.445,4532.25,8,"Ulmus"
"Ulmus minor",30.25,246.405,64.7225,1734.255,NA,"Ulmus"
"Umbilicus rupestris",0.175,NA,60.2,1744,0.0071,"Umbilicus"
"Urtica dioica",0.875,212.5,NA,NA,NA,"Urtica"
"Urtica urens",0.266666666666667,214,NA,456,0.5132,"Urtica"
"Vaccinium myrtillus",NA,331.833333333333,4.04454545454545,72.3027586206897,40.8073555555556,"Vaccinium"
"Valeriana officinalis",0.525,140,408.03994595,NA,0.942,"Valeriana"
"Valerianella carinata",NA,106.333333333333,5.533503827,185.666666666667,0.542,"Valerianella"
"Valerianella locusta",0.135,103,4.788672566,152,0.738755555555556,"Valerianella"
"Verbascum densiflorum",1.1025,NA,827.66,15287.2925,0.099,"Verbascum"
"Verbascum nigrum",0.691666666666667,NA,NA,28632,0.11548,"Verbascum"
"Verbascum pulverulentum",0.725,NA,1845.1,37095,0.16596,"Verbascum"
"Verbascum thapsus",NA,NA,NA,NA,0.103033333333333,"Verbascum"
"Verbena officinalis",NA,NA,26.92,377.25,0.389,"Verbena"
"Veronica anagallis-aquatica",0.308333333333333,107.333333333333,65.39724673,NA,0.0420666666666667,"Veronica"
"Veronica arvensis",0.113333333333333,134.5375,NA,151.666666666667,NA,"Veronica"
"Veronica beccabunga",0.333333333333333,NA,34.47380872,798.666666666667,0.425233333333333,"Veronica"
"Veronica catenata",NA,123.63,9.071927621,NA,NA,"Veronica"
"Veronica chamaedrys",0.25,270.46,15.8084799233333,NA,0.206428571428571,"Veronica"
"Veronica hederifolia",NA,91.8875,10.29783229,NA,NA,"Veronica"
"Veronica montana",0.258333333333333,272,19.99226158,NA,0.4069628571,"Veronica"
"Veronica officinalis",NA,280,NA,54,NA,"Veronica"
"Veronica peregrina",NA,131.006666666667,1.60666666666667,45.3633333333333,0.0316,"Veronica"
"Veronica persica",NA,120.333333333333,13.705448128,495.333333333333,0.565,"Veronica"
"Veronica polita",0.325,144.666666666667,3.45969468266667,NA,0.314133333333333,"Veronica"
"Veronica scutellata",0.166666666666667,215.875,2.965,74.625,0.473757142857143,"Veronica"
"Veronica serpyllifolia",NA,NA,NA,NA,0.0493466666666667,"Veronica"
"Viburnum lantana",3.5,234.895,211.68,NA,34.95424,"Viburnum"
"Vicia cracca",NA,223.055,NA,971.5,NA,"Vicia"
"Vicia ervilia",NA,NA,16.79,315.16,43.5186666666667,"Vicia"
"Vicia faba",0.75,114.95,326.85,9222,1390,"Vicia"
"Vicia hirsuta",NA,240.333333333333,10.51095912,305.333333333333,NA,"Vicia"
"Vicia sativa",0.55,217.5,56.185459305,1286,31.0473333333333,"Vicia"
"Vicia sepium",0.466666666666667,NA,NA,NA,22.7702,"Vicia"
"Vinca minor",0.5875,195,NA,565,NA,"Vinca"
"Vincetoxicum hirundinaria",NA,159.415,28.2075,1513.5,7.42333333333333,"Vincetoxicum"
"Viola arvensis",0.191666666666667,NA,23.09604869,546.5,NA,"Viola"
"Viola canina",0.1,245,12.71737374,238,1.08548,"Viola"
"Viola hirta",0.075,236.5,NA,3436,3.09404,"Viola"
"Viola odorata",0.2375,220,86.57567665,1975.5,NA,"Viola"
"Viola reichenbachiana",0.12,225.695,NA,488,2.0248,"Viola"
"Viola riviniana",0.135,296,28.96341463,NA,1.20026666666667,"Viola"
"Viola tricolor",0.25,NA,14.70291069,440.5,NA,"Viola"
"Vitis vinifera",NA,159.8,414.2375,14390.125,NA,"Vitis"
"Zea mays",NA,NA,NA,32702.75,104.72,"Zea"
